"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
4.107094556E1,1.932386402E1,-9.917446380E1,2.272510277E3,2.264665771E3,4.000000060E-1,1.906000061E2,4.633460927E-2,3.790092468E0,3.549744844E0,1.800000000E1
4.207109639E1,1.932386979E1,-9.917446850E1,2.273345966E3,2.265501465E3,5.500000119E-1,1.948999939E2,4.702998513E-2,3.790092468E0,3.756514549E0,1.700000000E1
4.307088920E1,1.932387045E1,-9.917447509E1,2.275323517E3,2.267479004E3,8.000000119E-1,2.006999969E2,4.795000864E-2,3.790092468E0,3.960813046E0,1.600000000E1
4.407107290E1,1.932386651E1,-9.917448280E1,2.275040582E3,2.267196045E3,1.289999962E0,2.078999939E2,4.838086433E-2,3.790092468E0,3.673716545E0,1.700000000E1
4.507079899E1,1.932386398E1,-9.917448591E1,2.275337469E3,2.267492920E3,1.019999981E0,1.996000061E2,4.879562644E-2,3.790092468E0,3.479897022E0,2.200000000E1
4.607023634E1,1.932386085E1,-9.917448806E1,2.275767168E3,2.267922607E3,9.599999785E-1,1.951000061E2,4.918941674E-2,3.790092468E0,3.322641611E0,2.200000000E1
4.707117806E1,1.932385738E1,-9.917448881E1,2.276084804E3,2.268240234E3,9.499999881E-1,1.968000031E2,4.956207374E-2,3.790092468E0,3.103072882E0,2.300000000E1
4.807072706E1,1.932385430E1,-9.917449021E1,2.276495458E3,2.268650879E3,6.299999952E-1,1.978999939E2,5.074466638E-2,3.790092468E0,2.931671381E0,2.300000000E1
4.907056102E1,1.932384601E1,-9.917449727E1,2.276413704E3,2.268569092E3,1.419999957E0,2.143999939E2,5.148514205E-2,3.790092468E0,3.034125090E0,2.400000000E1
5.007079087E1,1.932384059E1,-9.917450137E1,2.277090482E3,2.269245850E3,8.899999857E-1,2.106999969E2,5.204364721E-2,3.790092468E0,2.820124388E0,2.400000000E1
5.107049451E1,1.932383587E1,-9.917450319E1,2.276293866E3,2.268449219E3,6.800000072E-1,1.948000031E2,5.316533049E-2,3.790092468E0,2.696974277E0,2.400000000E1
5.207113337E1,1.932382642E1,-9.917450693E1,2.276486277E3,2.268641602E3,1.179999948E0,1.896999969E2,5.437277437E-2,3.790092468E0,2.762600899E0,2.400000000E1
5.307083889E1,1.932381670E1,-9.917451206E1,2.276389141E3,2.268544434E3,1.080000043E0,1.935000000E2,5.504845555E-2,3.790092468E0,2.758031607E0,2.400000000E1
5.407112238E1,1.932381101E1,-9.917451432E1,2.275941649E3,2.268096924E3,9.599999785E-1,1.978000031E2,5.540971220E-2,3.790092468E0,2.813184977E0,2.400000000E1
5.507098581E1,1.932380789E1,-9.917451336E1,2.275633793E3,2.267789062E3,6.700000167E-1,1.886000061E2,5.648619369E-2,3.790092468E0,2.791012287E0,2.400000000E1
5.607060712E1,1.932379853E1,-9.917451074E1,2.275321309E3,2.267476562E3,1.370000005E0,1.806000061E2,5.716097873E-2,3.790092468E0,3.008898497E0,2.400000000E1
5.707032888E1,1.932379247E1,-9.917451040E1,2.276023714E3,2.268178955E3,9.100000262E-1,1.815000000E2,5.791658050E-2,3.790092468E0,2.987287760E0,2.400000000E1
5.807054279E1,1.932378572E1,-9.917451123E1,2.276036182E3,2.268191406E3,1.009999990E0,1.826000061E2,5.887923599E-2,3.790092468E0,3.059468985E0,2.400000000E1
5.907108425E1,1.932377798E1,-9.917451534E1,2.276883864E3,2.269039062E3,1.090000033E0,1.995000000E2,6.023300733E-2,3.790092468E0,3.108327389E0,2.400000000E1
6.007085263E1,1.932376834E1,-9.917452322E1,2.277047964E3,2.269203125E3,1.350000024E0,2.155000000E2,6.108864719E-2,3.790092468E0,3.172329903E0,2.400000000E1
6.107050039E1,1.932376390E1,-9.917452988E1,2.277233046E3,2.269388184E3,1.110000014E0,2.255000000E2,6.246328336E-2,3.790092468E0,3.096947193E0,2.400000000E1
6.207055300E1,1.932376380E1,-9.917454298E1,2.276797769E3,2.268952881E3,1.179999948E0,2.443999939E2,6.389063327E-2,3.790092468E0,3.656314135E0,2.300000000E1
6.307110128E1,1.932376182E1,-9.917455642E1,2.276372019E3,2.268527100E3,1.139999986E0,2.428999939E2,6.515295655E-2,3.790092468E0,3.902353525E0,2.400000000E1
6.407052315E1,1.932376178E1,-9.917456845E1,2.275232151E3,2.267387207E3,1.059999943E0,2.536999969E2,6.639684122E-2,3.790092468E0,3.960625410E0,2.400000000E1
6.507069602E1,1.932376285E1,-9.917458025E1,2.275452142E3,2.267607178E3,9.800000191E-1,2.627999878E2,6.769965671E-2,3.942778587E0,4.065056324E0,2.400000000E1
6.607118622E1,1.932375885E1,-9.917459192E1,2.275756862E3,2.267911865E3,1.039999962E0,2.496000061E2,6.914214666E-2,4.038326263E0,3.956215143E0,2.400000000E1
6.707074185E1,1.932376013E1,-9.917460560E1,2.276577443E3,2.268732422E3,1.110000014E0,2.647000122E2,7.015976470E-2,3.790092468E0,3.640408516E0,2.400000000E1
6.807116326E1,1.932376249E1,-9.917461497E1,2.275445864E3,2.267600830E3,8.999999762E-1,2.717000122E2,7.140359823E-2,3.790092468E0,3.673550129E0,2.400000000E1
6.907096977E1,1.932376542E1,-9.917462641E1,2.274739825E3,2.266894775E3,9.300000072E-1,2.747000122E2,7.284911279E-2,3.790092468E0,3.386006832E0,2.400000000E1
7.007044367E1,1.932376659E1,-9.917464013E1,2.274752301E3,2.266907227E3,9.599999785E-1,2.698999939E2,7.439740732E-2,3.790092468E0,3.498771429E0,2.300000000E1
7.107049044E1,1.932376854E1,-9.917465474E1,2.274842902E3,2.266997803E3,9.300000072E-1,2.707999878E2,7.627194500E-2,3.790092468E0,3.655559778E0,2.300000000E1
7.207035669E1,1.932377375E1,-9.917467173E1,2.275037504E3,2.267192383E3,8.999999762E-1,2.800000000E2,7.727133978E-2,3.790092468E0,3.737774611E0,2.300000000E1
7.307025779E1,1.932377604E1,-9.917468094E1,2.276342448E3,2.268497314E3,8.600000143E-1,2.908999939E2,7.807692681E-2,3.790092468E0,3.651207209E0,2.300000000E1
7.407120659E1,1.932377790E1,-9.917468836E1,2.277584402E3,2.269739258E3,8.500000238E-1,2.850000000E2,7.922789045E-2,3.790092468E0,3.644803762E0,2.200000000E1
7.507109554E1,1.932378611E1,-9.917469504E1,2.277146897E3,2.269301758E3,8.399999738E-1,2.955000000E2,7.983087010E-2,3.790092468E0,3.555895329E0,2.200000000E1
7.607093268E1,1.932379011E1,-9.917469892E1,2.276567794E3,2.268722656E3,8.100000024E-1,3.005000000E2,8.053993643E-2,3.790092468E0,3.559788942E0,2.300000000E1
7.707032424E1,1.932379647E1,-9.917469941E1,2.276301423E3,2.268456299E3,7.599999905E-1,3.078999939E2,8.158809183E-2,3.790092468E0,3.395423412E0,2.300000000E1
7.807022377E1,1.932380584E1,-9.917470050E1,2.276947400E3,2.269102295E3,8.199999928E-1,3.273999939E2,8.260787712E-2,3.790092468E0,3.476942301E0,2.300000000E1
7.907021091E1,1.932381493E1,-9.917470179E1,2.277336298E3,2.269491211E3,7.799999714E-1,3.250000000E2,8.343518677E-2,3.790092468E0,3.267261028E0,2.300000000E1
8.007081096E1,1.932382138E1,-9.917470572E1,2.277894397E3,2.270049316E3,8.000000119E-1,3.313999939E2,8.433840302E-2,3.790092468E0,3.413779497E0,2.400000000E1
8.107116174E1,1.932382943E1,-9.917470687E1,2.278428072E3,2.270583008E3,8.100000024E-1,3.412999878E2,8.522907686E-2,3.790092468E0,3.536394119E0,2.400000000E1
8.207043549E1,1.932383744E1,-9.917470685E1,2.279329421E3,2.271484375E3,7.900000215E-1,3.367999878E2,8.613998372E-2,3.790092468E0,3.825357914E0,2.200000000E1
8.307090445E1,1.932384473E1,-9.917471081E1,2.278398749E3,2.270553711E3,8.000000119E-1,3.317999878E2,8.700132096E-2,3.790092468E0,3.805561304E0,2.300000000E1
8.407036153E1,1.932385151E1,-9.917471478E1,2.279502989E3,2.271657959E3,8.100000024E-1,3.395000000E2,8.772670441E-2,3.790092468E0,3.568584442E0,2.300000000E1
8.507083585E1,1.932385800E1,-9.917471548E1,2.279587205E3,2.271742188E3,7.500000000E-1,3.368999939E2,8.849159951E-2,3.790092468E0,3.334879398E0,2.300000000E1
8.607080710E1,1.932386487E1,-9.917471511E1,2.278879669E3,2.271034668E3,7.699999809E-1,3.451000061E2,8.932231148E-2,3.790092468E0,3.449144840E0,2.300000000E1
8.707101851E1,1.932387206E1,-9.917471726E1,2.278437274E3,2.270592285E3,1.019999981E0,3.426000061E2,9.028759643E-2,3.790092468E0,3.384941339E0,2.300000000E1
8.807051304E1,1.932388024E1,-9.917472034E1,2.278640875E3,2.270795898E3,9.900000095E-1,3.471000061E2,9.179545343E-2,3.790092468E0,3.653317690E0,2.400000000E1
8.907111007E1,1.932389006E1,-9.917473025E1,2.278346927E3,2.270501953E3,1.179999948E0,3.167000122E2,9.330532150E-2,3.790092468E0,3.551584005E0,2.400000000E1
9.007030481E1,1.932389515E1,-9.917474359E1,2.277553729E3,2.269708740E3,1.029999971E0,3.053999939E2,9.454737209E-2,3.790092468E0,3.627916813E0,2.400000000E1
9.107103398E1,1.932389913E1,-9.917475465E1,2.277138459E3,2.269293457E3,9.700000286E-1,3.058999939E2,9.572222088E-2,3.790092468E0,3.711540699E0,2.400000000E1
9.207090585E1,1.932390604E1,-9.917476312E1,2.277121126E3,2.269276123E3,1.070000052E0,3.283999939E2,9.663110584E-2,3.790092468E0,3.805534363E0,2.400000000E1
9.307032158E1,1.932391350E1,-9.917476666E1,2.277350852E3,2.269505859E3,1.070000052E0,3.532999878E2,9.731324812E-2,3.790092468E0,3.871510506E0,2.400000000E1
9.407025278E1,1.932391960E1,-9.917476597E1,2.277269538E3,2.269424561E3,9.700000286E-1,5.400000095E0,9.809495978E-2,3.790092468E0,4.047407150E0,2.300000000E1
9.507106772E1,1.932392455E1,-9.917476068E1,2.277264634E3,2.269419678E3,1.039999962E0,3.100000000E1,9.894805535E-2,3.790092468E0,4.007123947E0,2.200000000E1
9.607087824E1,1.932392725E1,-9.917475307E1,2.277226282E3,2.269381348E3,9.800000191E-1,4.920000076E1,9.977699466E-2,3.790092468E0,3.856511116E0,2.200000000E1
9.707083304E1,1.932393040E1,-9.917474591E1,2.277366154E3,2.269521240E3,9.499999881E-1,4.870000076E1,1.005691637E-1,3.790092468E0,3.748685122E0,2.200000000E1
9.807031397E1,1.932393526E1,-9.917474039E1,2.277391522E3,2.269546631E3,9.800000191E-1,3.750000000E1,1.015941784E-1,3.790092468E0,3.649798155E0,2.200000000E1
9.907068262E1,1.932394425E1,-9.917473823E1,2.279194721E3,2.271349854E3,1.009999990E0,4.200000000E1,1.024590684E-1,3.790092468E0,3.694646120E0,2.200000000E1
1.000710490E2,1.932395190E1,-9.917473674E1,2.280184446E3,2.272339600E3,1.000000000E0,3.500000000E1,1.031991386E-1,3.790092468E0,3.567037821E0,2.400000000E1
1.010705342E2,1.932395832E1,-9.917473488E1,2.280816752E3,2.272971924E3,1.009999990E0,4.000000000E1,1.041247068E-1,3.790092468E0,3.484633923E0,2.400000000E1
1.020710007E2,1.932396566E1,-9.917473072E1,2.280871415E3,2.273026611E3,1.029999971E0,3.640000153E1,1.049096164E-1,3.790092468E0,3.624701500E0,2.400000000E1
1.030702675E2,1.932397022E1,-9.917472501E1,2.280513239E3,2.272668457E3,1.049999952E0,4.450000000E1,1.054096608E-1,3.790092468E0,3.644750595E0,2.400000000E1
1.040708220E2,1.932397460E1,-9.917472393E1,2.279581831E3,2.271737061E3,9.800000191E-1,4.000000000E1,1.062590056E-1,3.790092468E0,3.940857172E0,2.400000000E1
1.050706140E2,1.932398207E1,-9.917472224E1,2.280040062E3,2.272195312E3,1.029999971E0,4.629999924E1,1.073775859E-1,3.790092468E0,3.952006340E0,2.400000000E1
1.060707508E2,1.932399199E1,-9.917472401E1,2.279989018E3,2.272144287E3,1.129999995E0,2.350000000E1,1.083616545E-1,3.790092468E0,3.728080273E0,2.400000000E1
1.070711588E2,1.932400080E1,-9.917472490E1,2.280033922E3,2.272189209E3,1.059999943E0,4.340000153E1,1.093989742E-1,3.790092468E0,3.391067982E0,2.400000000E1
1.080706731E2,1.932400936E1,-9.917472883E1,2.281055394E3,2.273210693E3,1.080000043E0,1.700000000E1,1.102142439E-1,3.790092468E0,3.441879511E0,2.400000000E1
1.090710207E2,1.932401473E1,-9.917472354E1,2.280763380E3,2.272918701E3,1.289999962E0,5.600000000E1,1.117060079E-1,3.790092468E0,3.668994427E0,2.400000000E1
1.100705461E2,1.932402774E1,-9.917472007E1,2.281491371E3,2.273646729E3,1.259999990E0,2.270000076E1,1.133269176E-1,3.790092468E0,3.653573990E0,2.400000000E1
1.110705577E2,1.932404230E1,-9.917471932E1,2.281725955E3,2.273881348E3,1.169999957E0,5.000000000E0,1.152199135E-1,3.790092468E0,3.424552202E0,2.400000000E1
1.120707952E2,1.932405613E1,-9.917470880E1,2.281130933E3,2.273286377E3,1.620000005E0,5.320000076E1,1.167205769E-1,3.790092468E0,3.444375038E0,2.400000000E1
1.130711517E2,1.932406858E1,-9.917470328E1,2.280949497E3,2.273104980E3,1.250000000E0,2.679999924E1,1.181359387E-1,3.790092468E0,3.271556139E0,2.300000000E1
1.140710403E2,1.932408129E1,-9.917470401E1,2.281580817E3,2.273736328E3,1.100000024E0,2.279999924E1,1.195860421E-1,3.790092468E0,3.080063343E0,2.300000000E1
1.150706541E2,1.932409422E1,-9.917470221E1,2.282015843E3,2.274171387E3,1.210000038E0,2.720000076E1,1.211011788E-1,3.790092468E0,2.925602913E0,2.300000000E1
1.160702479E2,1.932410765E1,-9.917469977E1,2.282432556E3,2.274588135E3,1.190000057E0,4.259999847E1,1.224123191E-1,3.790092468E0,2.787476063E0,2.300000000E1
1.170705531E2,1.932411931E1,-9.917469791E1,2.282825348E3,2.274980957E3,1.139999986E0,4.129999924E1,1.238536437E-1,3.790092468E0,2.808021069E0,2.400000000E1
1.180708146E2,1.932413192E1,-9.917469473E1,2.283091915E3,2.275247559E3,1.139999986E0,3.020000076E1,1.252369244E-1,3.790092468E0,2.991487026E0,2.400000000E1
1.190703049E2,1.932414278E1,-9.917468830E1,2.283505940E3,2.275661621E3,1.220000029E0,5.009999847E1,1.264038130E-1,3.790092468E0,3.063215971E0,2.400000000E1
1.200702333E2,1.932415212E1,-9.917468323E1,2.284253956E3,2.276409668E3,1.159999967E0,5.479999924E1,1.276748182E-1,3.790092468E0,3.174602509E0,2.400000000E1
1.210707514E2,1.932416306E1,-9.917467972E1,2.284819598E3,2.276975342E3,1.269999981E0,3.029999924E1,1.289595078E-1,3.790092468E0,3.250335693E0,2.400000000E1
1.220711644E2,1.932417374E1,-9.917467505E1,2.285507065E3,2.277662842E3,1.190000057E0,3.039999962E1,1.303872603E-1,3.790092468E0,3.146830559E0,2.400000000E1
1.230705720E2,1.932418658E1,-9.917467510E1,2.285364458E3,2.277520264E3,1.289999962E0,8.899999619E0,1.320937233E-1,3.790092468E0,3.135218620E0,2.300000000E1
1.240705670E2,1.932420175E1,-9.917467756E1,2.284769213E3,2.276925049E3,1.190000057E0,1.100000000E1,1.340811082E-1,3.790092468E0,3.204008579E0,2.300000000E1
1.250704373E2,1.932421782E1,-9.917468585E1,2.285967191E3,2.278123047E3,1.169999957E0,1.180000019E1,1.363881401E-1,3.790092468E0,3.008298159E0,2.300000000E1
1.260707710E2,1.932423548E1,-9.917469739E1,2.285867321E3,2.278023193E3,1.190000057E0,1.200000000E1,1.383457025E-1,3.790092468E0,2.867393255E0,2.300000000E1
1.270708380E2,1.932425176E1,-9.917470449E1,2.286419544E3,2.278575439E3,1.220000029E0,5.800000191E0,1.399390535E-1,3.790092468E0,3.054462671E0,2.400000000E1
1.280705679E2,1.932426379E1,-9.917471274E1,2.285229592E3,2.277385498E3,5.299999714E-1,3.453999939E2,1.415679772E-1,3.790092468E0,3.332785368E0,2.400000000E1
1.290705550E2,1.932427525E1,-9.917472241E1,2.285088960E3,2.277244873E3,7.699999809E-1,3.462000122E2,1.432399696E-1,3.790092468E0,3.472888708E0,2.400000000E1
1.300702316E2,1.932428960E1,-9.917472717E1,2.285308664E3,2.277464600E3,1.169999957E0,4.099999905E0,1.447093011E-1,3.790092468E0,3.619600534E0,2.400000000E1
1.310710510E2,1.932430260E1,-9.917472968E1,2.285299606E3,2.277455566E3,1.179999948E0,7.599999905E0,1.468389324E-1,3.790092468E0,3.620138645E0,2.400000000E1
1.320702905E2,1.932432175E1,-9.917472937E1,2.282821535E3,2.274977539E3,1.379999995E0,8.699999809E0,1.494038115E-1,3.790092468E0,3.706899166E0,2.400000000E1
1.330710979E2,1.932434476E1,-9.917472766E1,2.281482124E3,2.273638184E3,1.529999971E0,9.699999809E0,1.513534880E-1,3.790092468E0,3.675779819E0,2.400000000E1
1.340710002E2,1.932436220E1,-9.917472574E1,2.280675440E3,2.272831543E3,1.379999995E0,6.199999809E0,1.535070531E-1,3.790092468E0,3.718616009E0,2.400000000E1
1.350707524E2,1.932438151E1,-9.917472732E1,2.280228622E3,2.272384766E3,1.440000057E0,1.299999952E0,1.555306625E-1,3.790092468E0,3.593847275E0,2.400000000E1
1.360710286E2,1.932439958E1,-9.917472961E1,2.280041330E3,2.272197510E3,1.450000048E0,3.599989929E2,1.570737828E-1,3.790092468E0,3.572561026E0,2.400000000E1
1.370708567E2,1.932441327E1,-9.917473202E1,2.280095503E3,2.272251709E3,1.379999995E0,3.585000000E2,1.584480718E-1,3.790092468E0,3.636903048E0,2.400000000E1
1.380704574E2,1.932442542E1,-9.917473442E1,2.280286154E3,2.272442383E3,1.360000014E0,3.566000061E2,1.598079706E-1,4.052821159E0,3.776708126E0,2.400000000E1
1.390711883E2,1.932443708E1,-9.917473833E1,2.280492190E3,2.272648438E3,1.340000033E0,3.567000122E2,1.613370221E-1,4.076188564E0,3.831277609E0,2.400000000E1
1.400702503E2,1.932445001E1,-9.917474329E1,2.281122298E3,2.273278564E3,1.360000014E0,3.572000122E2,1.628370954E-1,4.034175396E0,3.922137499E0,2.400000000E1
1.410710997E2,1.932446322E1,-9.917474619E1,2.281266072E3,2.273422363E3,1.379999995E0,3.588999939E2,1.650973686E-1,4.138856888E0,3.985420942E0,2.400000000E1
1.420703352E2,1.932448136E1,-9.917475591E1,2.281499693E3,2.273656006E3,1.470000029E0,3.542999878E2,1.675515923E-1,4.008054256E0,3.970322609E0,2.200000000E1
1.430703865E2,1.932449945E1,-9.917476931E1,2.281728194E3,2.273884521E3,1.830000043E0,3.423999939E2,1.694657161E-1,4.133072853E0,4.083115578E0,2.400000000E1
1.440705387E2,1.932451475E1,-9.917477767E1,2.281990383E3,2.274146729E3,1.539999962E0,3.518999939E2,1.707972494E-1,3.822015762E0,3.776350498E0,2.400000000E1
